edge_id,from,to,flow
1261871557#0,823,740,0.0
1261871557#1,740,750,0.0
1261871561,455,824,0.0
1261871564#1,825,155,0.0
1261871564#2,155,826,0.0
1261871566,156,155,0.0
1261871567,827,828,0.0
1261871568#0,739,826,0.0
1269464296,829,830,0.0
1269464298,831,829,0.0
1270580092#1,27,88,0.0
1278864559#0,159,158,0.0
131234621#0,166,165,0.0
131234621#1,165,167,0.0
131234622,133,168,0.0
131253373#0,47,58,0.0
131253373#1,58,169,0.0
131253374,171,170,0.0
131253376#0,16,47,0.0
131253376#1,47,172,0.0
131253376#2,172,173,0.0
131286227,658,660,0.0
1315007243,832,237,0.0
1347039987,349,833,0.0
143061634,178,177,0.0
147185670,90,834,0.0
147185675,835,90,0.0
147191600#0,120,179,0.0
147588819,402,836,0.0
155109972,837,838,0.0
155109972-AddedOffRampEdge,838,839,0.0
155109972-AddedOnRampEdge,840,837,0.0
155109974#0,180,121,0.0
155109980,84,35,0.0
155109981,839,841,0.0
155111830#0,842,843,0.0
155111830#1,843,840,0.0
155304942,844,59,0.0
155304942-AddedOnRampEdge,845,844,0.0
155864743,34,84,0.0
156148986,846,37,0.0
156148990,33,841,0.0
156148996,846,847,0.0
160030111,848,117,0.0
160142814,60,483,0.0
160142816,483,482,0.0
162580819,849,850,0.0
162580829,851,852,0.0
165401095#0,182,181,0.0
169468597#0,459,814,0.0
169468597#1,814,643,0.0
176851102#2,183,185,0.0
176851102#4,185,633,0.0
176851113#0,125,186,0.0
176851113#3,186,187,0.0
176851115#0,189,188,0.0
177301807,191,190,0.0
177301837,193,192,0.0
177427888#1,194,196,0.0
177427891#1,197,195,0.0
177427891#2,195,194,0.0
177428766,200,199,0.0
177428768,107,613,0.0
177428772,613,107,0.0
177624423,184,183,0.0
182891381#0,65,306,0.0
201554042#0,202,201,0.0
201554042#1,201,203,0.0
201554058#0,204,202,0.0
201558157#0,156,205,0.0
201558157#1,205,206,0.0
201558157#2,206,207,0.0
201558159,208,207,0.0
201558172,206,209,0.0
201560696#0,824,455,0.0
201567418#0,211,210,0.0
201567431#0,213,212,0.0
201567461#1,214,216,0.0
201567461#2,216,217,0.0
201587239#0,219,213,0.0
201587239#1,213,220,0.0
201587840#0,216,221,0.0
201587840#1,221,210,0.0
201587840#3,210,222,0.0
201624105#0,224,223,0.0
201624105#1,223,225,0.0
201624105#2,225,92,0.0
201835024#0,227,226,0.0
201835024#1,226,756,0.0
202399727#0,229,228,0.0
203094448#0,694,695,0.0
203097072#1,230,98,0.0
203097072#2,98,97,0.0
207582615,853,854,0.0
207602447#0,233,232,0.0
207602447#3,232,234,0.0
207602448#0,855,856,0.0
207602449,857,855,0.0
207602452#0,856,858,0.0
207602453,207,304,0.0
207602455#0,859,856,0.0
207602455#0-AddedOnRampEdge,860,859,0.0
207602457,205,235,0.0
207602459#0,861,310,0.0
207602460,830,824,0.0
207613031,862,863,0.0
207625918,256,843,0.0
207625932#1,40,836,0.0
207625932#2,836,864,0.0
207625932#3,864,865,0.0
207625932#3-AddedOffRampEdge,865,866,0.0
207625932#4,866,867,0.0
207625932#5,868,869,0.0
207625932#5-AddedOnRampEdge,867,868,0.0
207625932#6,870,871,0.0
207625932#6-AddedOnRampEdge,869,870,0.0
207625936,242,241,0.0
207625941#0,872,710,0.0
207637464#0,246,245,0.0
207719090#0,247,231,0.0
207719090#1,231,248,0.0
207719090#2,248,99,0.0
207719092#0,250,249,0.0
207719105#0,102,251,0.0
207790180,873,874,0.0
207790185#0,683,875,0.0
207790185#1,875,360,0.0
208972822#0,876,877,0.0
208972822#2,877,878,0.0
208972822#3,878,879,0.0
208972822#4,880,840,0.0
208972822#4-AddedOnRampEdge,879,880,0.0
209011824#0,253,252,0.0
209011825#0,254,121,0.0
209082521#0,256,255,0.0
209082522#1,255,410,0.0
209082524,258,257,0.0
209082527,260,259,0.0
209082530,258,261,0.0
209091170#1,263,262,0.0
209091170#10,262,382,0.0
209091173,881,882,0.0
209091175#0,698,816,0.0
209098611,839,845,0.0
209174438,265,264,0.0
209179339#0,267,266,0.0
209179339#1,266,268,0.0
209179340#0,270,269,0.0
209179340#1,269,271,0.0
209179346#0,883,431,0.0
209179354,871,884,0.0
209183404#1,784,264,0.0
209197812,769,763,0.0
209201831,272,258,0.0
209201834,257,273,0.0
209215498,76,274,0.0
209215499#0,77,275,0.0
209215500,277,276,0.0
209215503#0,274,705,0.0
209219202,279,278,0.0
209241369#0,278,280,0.0
209241369#2,280,282,0.0
209241369#20,281,283,0.0
209241369#8,282,281,0.0
209247026,707,734,0.0
209247027,706,518,0.0
209248528,285,284,0.0
209249487#0,287,286,0.0
209249487#1,286,276,0.0
209259407#2,290,387,0.0
209259422#0,290,291,0.0
209269005,293,292,0.0
209269006,734,651,0.0
209269433,292,294,0.0
209277487,164,163,0.0
209277502,154,295,0.0
209277516#0,154,296,0.0
209433637#0,110,297,0.0
209433637#7,297,298,0.0
209433637#8,298,231,0.0
209433637#9,231,230,0.0
209433680#0,111,299,0.0
209433680#3,299,300,0.0
209433680#7,300,301,0.0
209433680#8,301,302,0.0
209671327,885,835,0.0
209879791,66,744,0.0
209887571,458,732,0.0
209887582,458,886,0.0
214400090#0,304,303,0.0
214400090#2,303,305,0.0
214400090#3,305,751,0.0
220269443,884,391,0.0
220308738#0,307,306,0.0
220308738#3,306,308,0.0
244125306,644,887,0.0
244125307#0,240,309,0.0
244125309,311,644,0.0
244125310#0,311,310,0.0
244125311#0,312,130,0.0
244125311#10,313,157,0.0
244125311#3,130,136,0.0
244125311#7,136,132,0.0
244125311#9,132,313,0.0
244125312,888,889,0.0
244125313#0,856,861,0.0
244125313#3,861,311,0.0
244125314,858,831,0.0
244125316#0,644,890,0.0
244125317,891,822,0.0
244125317-AddedOnRampEdge,890,891,0.0
244125318#0,871,888,0.0
244125318#3,888,892,0.0
244125319,893,890,0.0
244125322,894,644,0.0
244132258#0,315,314,0.0
244132259,877,706,0.0
244132260,895,869,0.0
244132261,738,879,0.0
244132262#0,896,897,0.0
244132262#1,897,898,0.0
244132262#1-AddedOffRampEdge,898,895,0.0
244132264#0,899,897,0.0
244132264#1,897,896,0.0
244132265,900,878,0.0
244132266#1,900,315,0.0
244132269#1,895,901,0.0
244132269#1-AddedOffRampEdge,901,900,0.0
244132270#1,902,903,0.0
244132270#1-AddedOffRampEdge,903,899,0.0
244132270#1-AddedOnRampEdge,904,902,0.0
244146559,905,876,0.0
244146560,906,884,0.0
244146562#0,391,11,0.0
250086676,907,401,0.0
250086678#0,319,318,0.0
250086678#1,318,320,0.0
250086678#4,320,321,0.0
250086679,402,401,0.0
250086685,908,909,0.0
250086689#0,322,319,0.0
250086689#1,319,375,0.0
250086690#0,866,910,0.0
250086690#0-AddedOffRampEdge,910,907,0.0
250086690#1,907,911,0.0
250086690#2,911,867,0.0
250086692,40,402,0.0
250100336#0,324,323,0.0
250117331#0,912,164,0.0
250276025,226,325,0.0
250276991#0,330,329,0.0
250276991#10,327,326,0.0
250276991#11,326,328,0.0
250276991#3,329,331,0.0
250276991#4,331,332,0.0
250276991#5,332,333,0.0
250276991#6,333,334,0.0
250276991#7,334,335,0.0
250276991#8,335,336,0.0
250276991#9,336,327,0.0
250280383#0,332,337,0.0
250280383#1,337,329,0.0
250285869,338,326,0.0
250285871,339,327,0.0
250285875,340,336,0.0
250292616#0,333,341,0.0
250292616#1,341,342,0.0
250292616#2,342,343,0.0
250292618,334,341,0.0
250294198#0,344,331,0.0
250294198#1,331,337,0.0
253557194#0,346,345,0.0
253557195#0,346,285,0.0
253557195#1,285,347,0.0
253577705#0,913,914,0.0
253577705#1,914,381,0.0
254237235#0,349,348,0.0
254237235#4,348,350,0.0
257668051#0,853,404,0.0
257668051#1,404,818,0.0
257675018#0,12,883,0.0
257675019#0,62,391,0.0
257675020#0,161,710,0.0
257675024#0,493,915,0.0
257681412#0,916,917,0.0
257681412#6,917,918,0.0
257681412#7,918,919,0.0
257681416#0,920,921,0.0
257681416#1,921,380,0.0
257681418#0,920,922,0.0
257681418#1,922,923,0.0
257681420,921,881,0.0
257681421#0,382,381,0.0
257681422,239,451,0.0
257681423,913,382,0.0
257681424#0,380,881,0.0
257681424#1,881,924,0.0
257681425,381,925,0.0
257681426,381,380,0.0
257681427,451,926,0.0
257681428,764,927,0.0
257682101#0,917,928,0.0
257684420,347,812,0.0
257684421,812,350,0.0
257684424#0,346,351,0.0
257684440#0,899,897,0.0
257684440#1,897,351,0.0
257684443,351,896,0.0
257686504,929,816,0.0
257686510,930,454,0.0
257686867#0,918,931,0.0
257686867#2,931,324,0.0
257686868,665,832,0.0
257686869#1,917,932,0.0
257686869#4,932,262,0.0
257686869#6,262,933,0.0
257686869#8,933,924,0.0
257690251#0,675,934,0.0
257690252#0,352,157,0.0
257690252#1,157,28,0.0
257690253,872,935,0.0
257690256,935,309,0.0
257769483#1,353,355,0.0
257769483#2,355,356,0.0
259578037,812,347,0.0
259619727#0,358,357,0.0
259619727#1,357,785,0.0
259629354,847,926,0.0
259629365#0,936,937,0.0
259629395,14,938,0.0
259629397,925,696,0.0
259629398,939,919,0.0
259629400#0,382,914,0.0
259629400#1,914,925,0.0
259629403#0,937,940,0.0
259629403#3,940,88,0.0
259629404,940,941,0.0
259629406#0,15,938,0.0
259629406#1,938,939,0.0
259629419#0,646,243,0.0
259629419#4,243,244,0.0
259629419#9,244,936,0.0
259630286#1,161,160,0.0
260815106#0,460,15,0.0
260902999,309,942,0.0
260903000,943,72,0.0
26639693,50,944,0.0
26640481,733,176,0.0
26640482#0,732,852,0.0
26829325,117,116,0.0
26829370,83,393,0.0
281810313#0,710,935,0.0
281810314#0,710,161,0.0
281810314#5,161,26,0.0
288104875#0,360,359,0.0
288104875#11,359,56,0.0
289599543#0,318,139,0.0
289794264#1,198,361,0.0
289794296#0,363,362,0.0
289794301#0,198,364,0.0
289794309#0,366,365,0.0
295021254#0,28,27,0.0
295021292#0,368,367,0.0
295026431,135,369,0.0
295190720,892,860,0.0
297594925,945,889,0.0
297594926,946,947,0.0
297693828#0,378,948,0.0
297693828#1,948,949,0.0
297693829#0,375,374,0.0
297693829#1,374,376,0.0
297693830,948,378,0.0
297693831#0,908,948,0.0
297693831#2,948,376,0.0
297693832#0,378,377,0.0
297693832#1,377,379,0.0
298803778#1,431,908,0.0
298829210,391,905,0.0
300014960,950,930,0.0
300016998,939,951,0.0
300194446,924,922,0.0
300336614#0,360,681,0.0
300336614#1,681,680,0.0
300337864,66,733,0.0
300420688#0,478,489,0.0
300420697#0,660,952,0.0
300444117#1,117,850,0.0
307669477,384,383,0.0
319559745,244,243,0.0
319674205#1,193,561,0.0
319674206,31,48,0.0
319674211#0,656,300,0.0
320029967#0,385,233,0.0
320029967#1,233,742,0.0
320210933#0,386,79,0.0
320210933#2,79,283,0.0
320210935,147,152,0.0
320335709#3,387,388,0.0
320335709#5,388,389,0.0
320335710,546,545,0.0
329274511,887,953,0.0
329274512,893,894,0.0
329274513,947,675,0.0
329274514,817,954,0.0
333846925#0,87,143,0.0
333846925#2,143,240,0.0
333846928,322,390,0.0
337944379,49,10,0.0
344154117#0,392,391,0.0
367568203#0,496,955,0.0
367568207,955,379,0.0
367961875#0,956,82,0.0
368742218#1,157,27,0.0
369119776,394,393,0.0
369119777,395,394,0.0
369120424,445,81,0.0
369505146,357,398,0.0
369509759,404,854,0.0
369511431,400,399,0.0
369540490,401,911,0.0
369890247#0,137,131,0.0
369890247#1,131,934,0.0
369890250,165,403,0.0
369890852#0,957,403,0.0
369890852#1,403,312,0.0
369890853,958,934,0.0
369890854,934,957,0.0
369915961,933,882,0.0
369915962,959,932,0.0
369917276#0,882,262,0.0
369917276#2,262,959,0.0
369917276#4,959,918,0.0
369921750#2,263,960,0.0
369974155,648,321,0.0
369974157,321,648,0.0
369991621,961,962,0.0
370035944#0,407,406,0.0
370037213,409,408,0.0
370163291,60,849,0.0
370163294,863,963,0.0
374091618,682,875,0.0
374428727,915,392,0.0
374924941#0,923,263,0.0
374924941#2,263,964,0.0
374924942,965,263,0.0
376298380,30,414,0.0
376301524#2,29,31,0.0
376302312#1,415,413,0.0
376302312#2,413,412,0.0
376302313#0,414,144,0.0
376302313#2,144,415,0.0
376304856#2,416,108,0.0
376304857#0,418,417,0.0
376304857#1,417,419,0.0
376304857#2,419,420,0.0
376304857#3,420,196,0.0
376304857#4,196,416,0.0
376304858#0,361,418,0.0
376334050,422,423,0.0
376334597#0,425,424,0.0
376334597#1,424,426,0.0
376334598#1,427,425,0.0
376336136#0,428,289,0.0
38536191,430,429,0.0
386165174#0,431,348,0.0
386165175,431,349,0.0
388181019,811,431,0.0
38882651,18,966,0.0
38882688#0,10,1,0.0
38882688#2,0,432,0.0
38882688#3,432,433,0.0
38882690,435,434,0.0
38882691,397,395,0.0
38882695,464,65,0.0
38882696#0,1,697,0.0
38883323,436,43,0.0
38883328#0,438,437,0.0
38883330#0,440,439,0.0
38883332,7,490,0.0
38883334,433,441,0.0
38883335#0,45,442,0.0
38883336#0,442,967,0.0
38883341#0,443,438,0.0
38883341#1,438,440,0.0
38883341#3,440,444,0.0
38883342,967,18,0.0
397738613,434,397,0.0
413607248,20,61,0.0
414350120,445,873,0.0
414350121,874,83,0.0
419681616#0,71,70,0.0
419681616#1,70,446,0.0
419681616#2,446,447,0.0
42373365#0,449,448,0.0
42373365#2,448,450,0.0
434858129#0,311,860,0.0
434858130,892,644,0.0
445315926#0,451,123,0.0
445315926#3,123,452,0.0
445315926#4,452,700,0.0
446146119#0,943,913,0.0
446146119#1,913,925,0.0
446829908,824,857,0.0
449550516#0,112,453,0.0
453762391,738,315,0.0
453765043,315,706,0.0
458434954#0,822,968,0.0
458434954#0-AddedOffRampEdge,968,912,0.0
458434954#1,912,969,0.0
458434954#1-AddedOffRampEdge,969,906,0.0
469349220#0,323,454,0.0
471683739,455,328,0.0
471687964,825,824,0.0
474173595#1,930,811,0.0
474173596#0,896,784,0.0
474538046,970,46,0.0
474538046-AddedOnRampEdge,909,970,0.0
475037415,81,239,0.0
483007768#0,663,537,0.0
484799626,411,389,0.0
484799628,372,651,0.0
484799632,373,372,0.0
484799634#0,457,456,0.0
484799634#2,456,373,0.0
48975951,458,435,0.0
48976681,83,394,0.0
490905312,362,459,0.0
500725841,481,971,0.0
500726143#0,487,481,0.0
501131690#0,929,698,0.0
501131691#0,324,460,0.0
501131692#0,324,929,0.0
510022602#0,70,68,0.0
510022605,68,461,0.0
510064052,463,462,0.0
51720353,393,445,0.0
522386493#2,65,465,0.0
53270003,697,0,0.0
53275488#0,467,466,0.0
53275488#2,466,468,0.0
53275489,677,487,0.0
53275493#0,469,467,0.0
53275493#3,467,470,0.0
53275525,466,471,0.0
53275528#0,472,469,0.0
53275528#1,469,473,0.0
53275549#0,474,432,0.0
53275556#0,475,463,0.0
53275556#2,463,476,0.0
53275606#0,477,447,0.0
53292011,6,478,0.0
53293142,115,114,0.0
53293145,114,479,0.0
53293172#0,481,480,0.0
53301483#0,744,483,0.0
53350682#0,669,71,0.0
53350683#0,485,484,0.0
53350683#1,484,477,0.0
53350684#0,477,476,0.0
53350684#1,476,229,0.0
53350684#5,229,486,0.0
53350685,488,487,0.0
53350687,490,489,0.0
534227021,972,931,0.0
53731180,442,491,0.0
53731183#0,307,13,0.0
53731188#0,490,442,0.0
53731191#0,433,677,0.0
545024306,67,21,0.0
545024307,21,67,0.0
54522308,963,973,0.0
54522308-AddedOffRampEdge,973,846,0.0
54529204,113,112,0.0
54532837#0,392,160,0.0
54532841#0,376,949,0.0
54532841#1,949,909,0.0
54532848,377,494,0.0
54532858,864,904,0.0
54532861#0,496,495,0.0
54532861#1,495,497,0.0
54532861#2,497,375,0.0
54532885,494,688,0.0
54532886#0,374,690,0.0
54532886#1,690,686,0.0
54532886#2,686,810,0.0
54532887#0,499,498,0.0
54532888#0,500,242,0.0
54532897#0,129,313,0.0
54532897#1,313,134,0.0
54532897#2,134,135,0.0
54532899#0,168,369,0.0
54532899#2,369,367,0.0
54532902#0,974,975,0.0
54532902#0-AddedOffRampEdge,975,958,0.0
546612506#0,501,117,0.0
546755914,925,976,0.0
546755914-AddedOffRampEdge,976,842,0.0
548139424#0,502,191,0.0
548139424#1,191,503,0.0
550689003,203,504,0.0
550689004#0,504,328,0.0
551856780#2,818,821,0.0
551856780#3,821,896,0.0
551856782,264,404,0.0
55360544,253,254,0.0
55361272#0,82,956,0.0
55361274#0,506,505,0.0
55361275#0,507,506,0.0
55361279#0,397,507,0.0
55361279#1,507,508,0.0
55361355,509,256,0.0
553672817,919,951,0.0
553672819,72,919,0.0
55565348#0,472,177,0.0
556805450,977,458,0.0
556805451,978,50,0.0
57718353#0,411,511,0.0
57718353#2,511,512,0.0
57718353#3,512,423,0.0
57721141#0,282,513,0.0
57721141#3,513,514,0.0
57721147#0,281,515,0.0
57721147#3,515,516,0.0
57721148#0,509,253,0.0
57721150#0,517,279,0.0
57721155#0,515,278,0.0
57721158#0,518,288,0.0
57721158#2,288,290,0.0
57847528#0,520,519,0.0
57847528#1,519,427,0.0
57847532,523,519,0.0
57847533,512,524,0.0
57847535#1,522,521,0.0
57847541#0,388,522,0.0
57847542#0,526,525,0.0
57847542#1,525,533,0.0
57847543#0,528,527,0.0
57847543#1,527,529,0.0
57847544,530,521,0.0
57847546#0,532,531,0.0
57847550#0,979,623,0.0
57849895#0,535,534,0.0
57849895#5,534,536,0.0
57849896#0,280,537,0.0
57849896#6,537,538,0.0
57849902,315,904,0.0
57849904,623,979,0.0
57849905,667,513,0.0
57851094,540,539,0.0
57851101#0,542,541,0.0
57851107#0,255,543,0.0
57851107#4,543,540,0.0
57851107#5,540,386,0.0
57851112#0,255,542,0.0
57851112#1,542,544,0.0
57853979#0,547,296,0.0
57853979#1,296,548,0.0
57853979#2,548,549,0.0
57853979#3,549,550,0.0
57853979#4,550,551,0.0
57853979#6,551,552,0.0
57853980,554,553,0.0
57853981#0,555,551,0.0
57853982,556,552,0.0
57853985#0,548,295,0.0
57853985#1,295,149,0.0
57853986#0,557,554,0.0
57853986#1,554,549,0.0
57941238,559,558,0.0
57941247#0,561,560,0.0
57941248#0,562,560,0.0
57941248#2,560,559,0.0
57942571#0,564,563,0.0
57942571#1,563,565,0.0
57942572#0,567,566,0.0
57942572#4,566,568,0.0
57942572#7,568,569,0.0
57942572#8,569,570,0.0
57942572#9,570,571,0.0
57942574#0,126,572,0.0
57942574#2,572,573,0.0
57942575,575,574,0.0
57942576#0,577,576,0.0
57942576#1,576,578,0.0
57942577#0,172,174,0.0
57942578,503,189,0.0
57942580#0,299,171,0.0
57942580#1,171,579,0.0
57942582#0,580,563,0.0
57942583,16,53,0.0
57942584#0,582,581,0.0
57942584#1,581,583,0.0
57942585#0,583,584,0.0
57942585#4,584,585,0.0
57942587,628,630,0.0
57942589,587,586,0.0
57942590#0,589,588,0.0
57942590#2,588,577,0.0
57942590#3,577,629,0.0
57942591#0,174,590,0.0
57942593#0,566,565,0.0
57942593#1,565,591,0.0
57942594#10,593,592,0.0
57942594#11,592,594,0.0
57942594#17,594,592,0.0
57942594#2,366,595,0.0
57942594#5,595,593,0.0
57942596,588,576,0.0
57942597#0,502,596,0.0
57942597#1,596,597,0.0
57942605,598,574,0.0
57942607#0,599,568,0.0
57942607#1,568,600,0.0
57942608#0,54,601,0.0
57942608#1,601,16,0.0
57942609,591,575,0.0
57942610#0,301,602,0.0
57942610#1,602,603,0.0
57942611,127,580,0.0
57942612,596,125,0.0
57942613#0,569,118,0.0
57942613#1,118,604,0.0
57942614#1,189,193,0.0
57942616,605,564,0.0
57942617#0,607,606,0.0
57944212,175,174,0.0
57944217,609,608,0.0
57945270,292,610,0.0
57945271#0,163,584,0.0
57945273#0,611,294,0.0
57946631,612,570,0.0
57946632#0,614,613,0.0
57946632#2,613,416,0.0
57946633#0,615,73,0.0
57946633#1,73,616,0.0
57946635#0,109,424,0.0
57947755#0,618,617,0.0
57949095,417,197,0.0
57949099,195,419,0.0
57949103,620,619,0.0
57949108,420,194,0.0
58530583#0,593,594,0.0
58530583#1,594,621,0.0
58530584#0,595,622,0.0
58610501,274,277,0.0
58610671,286,534,0.0
58611080#0,532,528,0.0
58611080#1,528,521,0.0
58611080#4,521,623,0.0
58611080#8,623,526,0.0
58611080#9,526,457,0.0
58613566,389,532,0.0
58640494#0,111,624,0.0
58640494#5,624,625,0.0
58759625#0,148,557,0.0
58759625#3,557,550,0.0
58759626,624,626,0.0
58760422#0,583,590,0.0
58760424#0,628,627,0.0
58760425#0,580,629,0.0
58760426#0,174,608,0.0
58760426#1,608,628,0.0
58760427#0,589,620,0.0
58760427#3,620,418,0.0
58760429,590,642,0.0
58760435#0,173,579,0.0
58760435#2,579,627,0.0
58760435#3,627,602,0.0
58760436,642,590,0.0
58760437#0,631,615,0.0
58760437#1,615,611,0.0
58760437#2,611,585,0.0
58760438,591,580,0.0
58760439#0,561,587,0.0
58760439#4,587,559,0.0
58760439#7,559,632,0.0
58761217#0,186,185,0.0
58761606,183,634,0.0
58761607,596,189,0.0
608702035,237,460,0.0
61934860#0,635,303,0.0
61934872#0,215,448,0.0
61934872#1,448,636,0.0
61934876,217,637,0.0
62032407,638,224,0.0
62055379#0,340,639,0.0
62055665#0,224,640,0.0
62055665#1,640,641,0.0
622364503,547,642,0.0
622364504,430,162,0.0
625024452,310,643,0.0
625171738,977,886,0.0
625171739,978,944,0.0
625171740,935,942,0.0
625171741,974,872,0.0
625171742,942,974,0.0
625171743,814,459,0.0
625171744,643,814,0.0
629516620,646,86,0.0
629516621#0,158,647,0.0
629516621#2,647,648,0.0
639294331,649,5,0.0
66755324#0,536,650,0.0
66755326,535,290,0.0
66755328#0,522,652,0.0
66758835#0,629,577,0.0
66758842#0,629,200,0.0
66758842#1,200,589,0.0
66758853,564,653,0.0
66758870#0,581,654,0.0
66758871#0,574,572,0.0
66758871#1,572,573,0.0
66758871#2,573,655,0.0
671725464#0,750,749,0.0
671725468#0,749,825,0.0
671725470#0,739,823,0.0
671725470#1,823,749,0.0
671725483#0,235,218,0.0
671725483#1,218,207,0.0
688590311,658,657,0.0
688590312,660,659,0.0
688590313#1,952,660,0.0
689437018#0,980,872,0.0
689437019#0,958,137,0.0
690511446,58,63,0.0
699706211,966,2,0.0
699762287,162,102,0.0
700553431#1,251,363,0.0
700553431#2,363,95,0.0
700553432#0,251,661,0.0
700553432#1,661,248,0.0
700553432#2,248,230,0.0
700553433,100,97,0.0
700553434#0,95,371,0.0
700553434#1,371,662,0.0
710881906,665,664,0.0
717838603#1,666,87,0.0
717838604#0,713,158,0.0
727714808#1,470,668,0.0
727715074#0,461,669,0.0
727715074#1,669,182,0.0
727715074#2,182,486,0.0
727715074#3,486,444,0.0
727715247,971,441,0.0
727715249,433,461,0.0
727715779,966,49,0.0
727715780,3,307,0.0
730423880,601,670,0.0
731154055,302,671,0.0
731748988,673,672,0.0
732257382,527,674,0.0
736477243#0,675,409,0.0
736477243#1,409,693,0.0
737565192,677,676,0.0
73813922#1,679,678,0.0
73813922#2,678,680,0.0
73813922#3,680,681,0.0
73813922#4,681,682,0.0
73813922#6,682,683,0.0
73813922#7,683,397,0.0
73813928#0,684,383,0.0
73813928#1,383,685,0.0
73814457#0,495,320,0.0
757783480#0,590,583,0.0
757805116#0,494,686,0.0
757805116#1,686,497,0.0
757805117,494,687,0.0
757805118#0,689,688,0.0
757805118#1,688,690,0.0
757805118#2,690,691,0.0
757849609,128,137,0.0
759999001#0,692,520,0.0
759999001#1,520,530,0.0
759999001#2,530,531,0.0
759999001#3,531,511,0.0
760003965#1,693,241,0.0
760194461#0,694,168,0.0
761504991,735,736,0.0
761772608#1,260,510,0.0
761929572#0,115,697,0.0
762424120,698,665,0.0
765654816,699,293,0.0
769274805#0,371,370,0.0
769274806#0,385,662,0.0
770209172,294,164,0.0
770209173#0,163,147,0.0
770209174#2,152,582,0.0
770214427,582,547,0.0
772169722#1,700,701,0.0
772169722#4,701,679,0.0
77595005#0,335,702,0.0
77595005#1,702,342,0.0
776158544,703,289,0.0
778283406,981,982,0.0
778283407,954,981,0.0
778283409,889,946,0.0
778283411,953,945,0.0
778283412,982,983,0.0
778283413,983,893,0.0
778289602#0,275,704,0.0
778289603,538,705,0.0
788234543#1,518,707,0.0
788239918,271,75,0.0
788239919,271,277,0.0
792454553,456,525,0.0
795719889,666,142,0.0
80030499,405,404,0.0
80030500#0,240,708,0.0
80030500#3,708,709,0.0
80030500#4,709,352,0.0
80030500#5,352,129,0.0
80030501#0,240,322,0.0
80030524#0,710,492,0.0
80030528#0,241,407,0.0
80030528#1,407,711,0.0
80030529#0,86,712,0.0
80030529#3,712,713,0.0
80037087,446,714,0.0
80043006#0,444,470,0.0
80043007#0,444,468,0.0
80043007#5,468,484,0.0
80043010,50,49,0.0
80043567#0,306,645,0.0
80043569#0,669,474,0.0
80043569#2,474,715,0.0
801658884#0,245,232,0.0
80180118,717,716,0.0
80180136#0,658,717,0.0
80180136#1,717,718,0.0
80186390#0,720,719,0.0
80186390#1,719,721,0.0
80186391#0,723,722,0.0
80186391#1,722,724,0.0
80186392#0,359,55,0.0
80186393#0,396,719,0.0
80186393#1,719,701,0.0
80186395,701,719,0.0
80186398#0,678,725,0.0
80186399#0,123,723,0.0
80186399#1,723,726,0.0
80186400#0,700,396,0.0
80186400#2,396,395,0.0
80186401#0,452,722,0.0
80186401#3,722,727,0.0
80186402#0,728,56,0.0
80186402#1,56,55,0.0
80186402#2,55,729,0.0
80701370,209,303,0.0
80718334#0,730,641,0.0
80718334#2,641,731,0.0
80718334#3,731,225,0.0
808856245#0,952,478,0.0
809305602,842,509,0.0
809589706,176,479,0.0
809589715,67,66,0.0
812894797,283,735,0.0
812894798,517,736,0.0
812894799#0,735,517,0.0
815624102#1,906,876,0.0
819426316#0,349,833,0.0
819426316#1,833,811,0.0
820883077,479,732,0.0
822407114,934,980,0.0
82257670,841,885,0.0
82265759#0,236,685,0.0
82265759#11,725,679,0.0
82265759#6,685,112,0.0
82265759#8,112,725,0.0
82266118,737,679,0.0
827459315,276,738,0.0
827459319#1,651,699,0.0
83091470#0,739,203,0.0
83091478#0,504,340,0.0
83091478#3,340,702,0.0
83091479,740,504,0.0
83091492,742,741,0.0
84838823,696,260,0.0
860097912#0,575,127,0.0
860097914#0,302,567,0.0
860097914#1,567,575,0.0
863812553#1,6,657,0.0
863812553#2,657,743,0.0
87308466#0,745,304,0.0
87352910#0,746,202,0.0
87352912,747,209,0.0
87353269,748,201,0.0
87368211,208,218,0.0
87371053,214,221,0.0
87371081#0,751,450,0.0
87371081#1,450,212,0.0
87371081#2,212,215,0.0
87371081#3,215,214,0.0
87371681,752,305,0.0
877476308,104,362,0.0
87918603,963,845,0.0
88324894#0,754,753,0.0
88324894#1,753,755,0.0
88324895,753,223,0.0
88325495,640,731,0.0
88325569,757,641,0.0
88325571#0,758,325,0.0
88325571#2,325,759,0.0
887829177,744,66,0.0
903757101,21,20,0.0
904367560#6,607,502,0.0
970328153,162,104,0.0
970615841#0,93,827,0.0
970615841#1,827,826,0.0
970615841#2,826,825,0.0
970615843,826,93,0.0
970615844#0,828,739,0.0
970615845#1,156,825,0.0
970615845#3,825,826,0.0
970615847,824,156,0.0
976064441,984,22,0.0
976064443,919,943,0.0
976064861,509,847,0.0
98219769#0,761,760,0.0
98219769#1,760,762,0.0
98219775#0,764,763,0.0
98219775#1,763,405,0.0
98219775#2,405,765,0.0
98219775#4,765,766,0.0
98219792#0,766,354,0.0
98219792#1,354,353,0.0
98219801,9,8,0.0
98219816#0,765,767,0.0
98219822,316,768,0.0
98219880#0,257,769,0.0
98219885,771,770,0.0
98219983#0,773,772,0.0
98220000#0,399,774,0.0
98220000#1,774,775,0.0
