edge_id;from;to;flow
-759999001#2;717688247;717687926;0.0
-759999001#3;715598754;717688247;0.0
-760003965#0;2195004213;7131140539;0.0
-760003965#5;686792766;2195004213;0.0
-760194461#1;686822482;3415489690;0.0
-760194463#4;3738801519;3415489690;0.0
-761772608#0;461890609;2650599023;0.0
-761929572#1;292196376;461904116;0.0
-762424120;7123942132;7123942129;0.0
-765654817;717725023;7150889513;0.0
-769274806#1;1137739287;1137739283;0.0
-770209172;2566251116;719070625;0.0
-770209174#1;717797534;878490183;0.0
-770209174#5;367090915;717797534;0.0
-770214429;717797615;367090915;0.0
-772169722#0;935540205;935540177;0.0
-772169722#3;935540077;935540205;0.0
-772169722#4;cluster_686792839_935539954;935540077;0.0
-77595005#0;912992789;773475015;0.0
-77595005#1;773474103;912992789;0.0
-776158544;717703180;717702985;0.0
-778289602#1;9122924885;2194461203;0.0
-778289603;9122924884;2194461252;0.0
-788234543#0;461890687;1166259140;0.0
-788234543#1;1166259066;461890687;0.0
-788239918;1166259041;1166259305;0.0
-788239919;1166259091;1166259305;0.0
-792454553;717688123;717687931;0.0
-795719889;1137796465;cluster_1137796477_7442733598;0.0
-80030500#2;11246707151;2371568724;0.0
-80030500#3;11246707154;11246707151;0.0
-80030500#4;686822445;11246707154;0.0
-80030500#5;686822447;686822445;0.0
-80030501#1;933736933;2371568724;0.0
-80030524#6;686792765;cluster_2857853858_2857853861;0.0
-80030528#0;1787861700;686792766;0.0
-80030528#1;1787861760;1787861700;0.0
-80030529#1;cluster_1137796476_1175124365;7147348420;0.0
-80030529#4;686822108;cluster_1137796476_1175124365;0.0
-80037087;9462815473;933773243;0.0
-80043007#4;674095746;292203373;0.0
-80043007#7;622788769;674095746;0.0
-80043569#1;7310098900;461889584;0.0
-80043569#6;877641031;7310098900;0.0
-801658884#1;966707418;1139328824;0.0
-80180118;935445302;4993840794;0.0
-80180136#0;4993840794;935444374;0.0
-80180136#1;3734596794;4993840794;0.0
-80186390#0;935539878;935540069;0.0
-80186390#1;935540162;935539878;0.0
-80186391#0;935539900;935539896;0.0
-80186391#1;935539991;935539900;0.0
-80186392#2;935539940;935539971;0.0
-80186393#0;935539878;935540128;0.0
-80186398#1;935540087;2435698202;0.0
-80186399#0;935539896;cluster_1287984161_935539939;0.0
-80186399#1;1287942165;935539896;0.0
-80186400#1;935540128;935540205;0.0
-80186401#2;935539900;935540177;0.0
-80186401#3;1287937059;935539900;0.0
-80186402#0;935540067;935540048;0.0
-80186402#2;6801080072;935539940;0.0
-803648694;1166259140;717703109;0.0
-80701370;772081205;941289377;0.0
-80718334#0;cluster_1025974314_773477526;2118557838;0.0
-80718334#2;1025971475;cluster_1025974314_773477526;0.0
-80718334#3;773238807;1025971475;0.0
-809589704;292196377;674273772;0.0
-809589706;674273772;674273849;0.0
-809589711;461890540;cluster_278814744_3184179587_622788780;0.0
-810822813;2194905097;1166259066;0.0
-812894797;7114821228;715642937;0.0
-812894798;7114821233;461890663;0.0
-812894799#1;461890663;7114821228;0.0
-82265759#10;935540087;cluster_3731440632_686792411;0.0
-82265759#12;cluster_686792839_935539954;935540087;0.0
-82265759#5;873563428;686792403;0.0
-82265759#6;cluster_3731440632_686792411;873563428;0.0
-82266118;cluster_686792839_935539954;958073257;0.0
-827459315;1166259270;461890693;0.0
-827459317#1;717703109;1166259270;0.0
-827459318#1;1166259003;1166259066;0.0
-827459319#0;461890752;2194905097;0.0
-827459319#1;7150889513;461890752;0.0
-83091470#1;773478949;8983007420;0.0
-83091478#1;cluster_2599605967_773477517;966707522;0.0
-83091478#3;912992789;cluster_2599605967_773477517;0.0
-83091479;966707522;34522808;0.0
-83091492;429459536;583485303;0.0
-836883122;715642937;1166259283;0.0
-836895520;1166259111;7114821233;0.0
-860097911;cluster_719065275_719065663;719065216;0.0
-860097912#1;719065678;cluster_719065275_719065663;0.0
-860097914#0;719065216;1141849861;0.0
-863114957#1;4148965688;2178370384;0.0
-863812553#1;7215523255;461904661;0.0
-863812553#2;461904680;7215523255;0.0
-866208287#2;674315410;2200390247;0.0
-87308466#1;1015081921;1015102312;0.0
-87352910#1;1015817081;1015822839;0.0
-87352912;941289377;1015817086;0.0
-87353269;1015822846;1015822860;0.0
-87353465#2;1015076556;966707429;0.0
-87371053;1016030004;1016030000;0.0
-87371081#0;772081391;1015097417;0.0
-87371081#1;1016040547;772081391;0.0
-87371081#2;772081266;1016040547;0.0
-87371085;1015097417;1016040531;0.0
-87371681;1016040531;1016040645;0.0
-877476307;1137739286;1227155314;0.0
-88324894#0;1025954477;1025954475;0.0
-88324894#1;2567631180;1025954477;0.0
-88324895;773238806;1025954477;0.0
-88325495;1025971475;1025971463;0.0
-88325568;1025974316;2567631227;0.0
-88325569;cluster_1025974314_773477526;2118536995;0.0
-88325571#1;2567631151;2116515427;0.0
-88325571#2;1025976339;2567631151;0.0
-893333840;674273849;461890540;0.0
-904367560#5;715759640;719065601;0.0
-904367560#7;715759986;715759640;0.0
-930739001;1166259270;1166259209;0.0
-964896015;719035886;715759700;0.0
-965418527;717703050;9122924885;0.0
-98219769#0;1136247047;1136253326;0.0
-98219769#1;1136247588;1136247047;0.0
-98219775#0;1136247945;2594919177;0.0
-98219775#1;1136247885;1136247945;0.0
-98219775#3;1136247274;1136247885;0.0
-98219775#4;1136247229;1136247274;0.0
-98219792#0;3732978330;1136247229;0.0
-98219816#1;1136248943;1136247274;0.0
-98219822;1136250469;1136249892;0.0
-98219880#2;1136247565;1136250085;0.0
-98219885;1136251266;1136252872;0.0
-98219983#1;2194112290;1136250013;0.0
-98220000#0;1136252444;1136248709;0.0
-98220000#1;1136253669;1136252444;0.0
-98220000#2;1136247201;1136253669;0.0
-98220020#0;1136252872;2194065380;0.0
-98220020#1;1136247071;1136252872;0.0
-98220020#2;1136251380;1136247071;0.0
-98220020#3;1136253669;1136251380;0.0
-98220020#4;1136250957;1136253669;0.0
-98220020#5;1136247053;1136250957;0.0
-98220020#6;cluster_1136247008_2650550123;1136247053;0.0
-98220029#0;1136247667;1136251695;0.0
-98220029#1;9027828595;1136247667;0.0
-98220043#10;2650550082;cluster_1136247008_2650550123;0.0
-98220043#13;2631502540;2650550082;0.0
-98220043#2;1136248247;1136251180;0.0
-98220043#3;1136250386;1136248247;0.0
-98220043#4;1136250013;1136250386;0.0
-98220043#5;1136246861;1136250013;0.0
-98220043#7;cluster_1136247008_2650550123;1136250910;0.0
-98220063#0;1136251828;1136251042;0.0
-98220063#1;1136247071;1136251828;0.0
-98220063#2;9140151985;1136247071;0.0
-98220083#0;1136251740;1136250599;0.0
-98220083#1;3732978330;1136251740;0.0
-98220101#0;1136250599;1136247229;0.0
-98220101#1;1136252185;1136250599;0.0
-98220101#2;1136253242;1136252185;0.0
-98220101#4;2194065380;1136253242;0.0
-98220101#6;1136253791;2194065380;0.0
-98220110#0;1136247118;2194182641;0.0
-98220110#1;1136247498;1136247118;0.0
-98220110#2;1136250957;1136247498;0.0
-98220110#3;1136251148;1136250957;0.0
-98220127#1;1136251042;1136252185;0.0
-98220127#2;1136249892;1136251042;0.0
-98220127#3;1136248709;1136249892;0.0
-98220127#4;1136247118;1136248709;0.0
-98220127#5;1136250462;1136247118;0.0
-98220127#6;1136253326;1136250462;0.0
-98220127#7;1136250386;1136253326;0.0
-98220196;1136250462;1136252612;0.0
-98220203#0;1136251380;1136252704;0.0
-98220203#1;2650550115;1136251380;0.0
-98220310#0;1136247888;1136251180;0.0
-98220310#1;cluster_1136247278_3732912605;1136247888;0.0
-98220335#0;1136251148;1136247201;0.0
-98220335#1;1136253012;1136251148;0.0
-98220400#0;1136251266;1136253791;0.0
-98220400#1;9140151985;1136251266;0.0
-98220400#2;2650550115;9140151985;0.0
-98220400#3;1136247322;2650550115;0.0
-98220434#1;1136253326;1136250073;0.0
-98220441#1;1136251828;1136253242;0.0
-98220441#2;1136252704;1136251828;0.0
-98220441#3;1136252444;1136252704;0.0
-98220441#4;1136247498;1136252444;0.0
-98220441#5;1136247667;1136247498;0.0
-98220441#6;1136247047;1136247667;0.0
-98220441#7;1136246861;1136247047;0.0
-98220463#1;3818266847;1136250910;0.0
-98220480;2194272896;cluster_1136247008_2650550123;0.0
-98347793;cluster_1137796477_7442733598;1137796478;0.0
-98468131;717715400;717715343;0.0
-98468227#1;1136247565;1139247169;0.0
-98471741;461890657;1139273351;0.0
-98478501;1139328648;1139328958;0.0
-98478503#1;cluster_1139328684_1139328775;1139328824;0.0
-98478504#1;1139328648;9365011268;0.0
-98478504#2;1139328958;1139328648;0.0
-98478504#3;1137739287;1139328958;0.0
-98478508#2;7180820612;cluster_7181120639_9207664593;0.0
-98491558;583485303;cluster_1139328684_1139328775;0.0
-98646845#1;cluster_686745412_686822279;686822265;0.0
-98646868#1;686822252;686792685;0.0
-98646868#2;686822255;686822252;0.0
-98646868#3;686792755;686822255;0.0
-987918687;461890549;461890547;0.0
-98928472#0;461904053;461904148;0.0
-98928472#1;461889998;461904053;0.0
-98928472#2;461904422;461889998;0.0
-996773139;9122924885;9122924884;0.0
-997141699;2650599023;985045838;0.0
-997141712#1;cluster_2631675796_3783310974;2631675802;0.0
-997141719;6087903962;686822418;0.0
-997141723#0;686822356;686792765;0.0
-997141723#1;1607930811;686822356;0.0
-997141726#1;2631659772;2631659816;0.0
-997141727#1;cluster_2631567597_2631567598;2631659772;0.0
-997152398;686822341;686822339;0.0
-997152401;4464966904;2631675883;0.0
-997152402;2631675883;2663750270;0.0
-997160554;1137739283;cluster_1806300407_1806300409_3270445169_6571000354;0.0
-997160556;726579220;1225652322;0.0
-997160557#1;2179728424;1225881080;0.0
-997160557#2;726562086;2179728424;0.0
-997160558;7498684946;367090919;0.0
1000639354;719070630;9236463293;0.0
1000874728;674226424;3265926548;0.0
1008721864;7114821233;1166259111;0.0
100956974#0;717703050;1166259041;0.0
100956974#1;1166259041;1166259111;0.0
100956976;1166259066;1166259003;0.0
100956984;1166259209;1166259270;0.0
100957056#0;1166259283;1166259055;0.0
1014588117#1;695556710;461890545;0.0
101787389#0;7147348420;1137796496;0.0
101787389#2;1137796496;1137796469;0.0
101787390;621447469;695556710;0.0
101803460#0;11191108354;cluster_1137796476_1175124365;0.0
1021118270#0;6087903962;1137796469;0.0
104783655;1208607642;1208607652;0.0
1064164653#0;6290166912;772081284;0.0
1064164653#1;772081284;9773672956;0.0
106550056;1225652251;1225652520;0.0
106565695#0;1225652322;1225652494;0.0
106565695#6;1225652494;cluster_1225652382_6578749326;0.0
106565700#0;1225880893;1225946565;0.0
106565700#1;1225946565;1225880746;0.0
106571470#0;1225881125;2179728424;0.0
106611423#0;1225880746;1225880659;0.0
106611423#1;1225880659;1225880494;0.0
106611423#2;1225880494;1225880715;0.0
106611423#3;1225880715;2179728479;0.0
106611423#4;2179728479;726579220;0.0
106682043;1227155314;1227155116;0.0
106682054#0;1227155179;1227155116;0.0
106682054#1;1227155116;1227155398;0.0
1066920921#0;719065321;1878842884;0.0
1066920921#2;1878842884;719073341;0.0
1068897312#2;719065615;719065134;0.0
1068897312#3;719065134;726579243;0.0
1090275792#0;717703180;717702973;0.0
1097484039#1;2631675866;cluster_2566083644_2631675868;0.0
1097493785;674273788;674273849;0.0
1112296911;10175990384;10175990392;0.0
113050825#0;695547248;695547273;0.0
113591024#0;cluster_1287984161_935539939;1287984091;0.0
1213907699;686822418;11246707154;0.0
1218004934;2514751831;2514751832;0.0
1223875566#0;11352015079;2632236780;0.0
1223875567#0;11352015105;2631626994;0.0
1228413140#0;719065515;11391796798;0.0
1228413141;11391796798;719065617;0.0
1234360587#0;719065678;719065601;0.0
1234360587#2;719065601;715759640;0.0
124614729;686822447;3736282281;0.0
124614742;3736282268;686822499;0.0
124614747#0;3736282281;686822462;0.0
124614747#1;686822462;1015017929;0.0
124614753;686822483;686822470;0.0
124614762;1386606842;686822510;0.0
124766961#0;1137747525;1137796451;0.0
124766961#2;1137796451;1137747546;0.0
124766961#3;1137747546;1137796468;0.0
124766961#4;1137796468;1137796465;0.0
124766961#5;1137796465;1137747532;0.0
124777541#0;715598770;715599471;0.0
124778675;717687909;717688277;0.0
124788226;717797544;2514751925;0.0
124797121;878490183;1387795082;0.0
124797123#0;717797504;717797646;0.0
124797123#1;717797646;2195004454;0.0
124797124#0;717797534;1387795074;0.0
124797124#2;1387795074;717797504;0.0
124797127#0;7498874349;1387795074;0.0
124797127#2;1387795074;1387794987;0.0
1261871557#0;8983007419;34522808;0.0
1261871557#1;34522808;966707429;0.0
1261871561;2115771445;cluster_1015081917_2178560750_8983007437;0.0
1261871564#1;cluster_11724827891_8982998993_8983007427;11724827882;0.0
1261871564#2;11724827882;cluster_11724827885_8982998989_8982998992;0.0
1261871566;cluster_11724827877_11724827878;11724827882;0.0
1261871567;11724827889;2115660450;0.0
1261871568#0;8983007420;cluster_11724827885_8982998989_8982998992;0.0
1269464296;11790128633;11790128632;0.0
1269464298;5837087461;11790128633;0.0
1270580092#1;686822428;686822418;0.0
1278864559#0;11191108354;686822106;0.0
131234621#0;2933360323;3736282266;0.0
131234621#1;3736282266;7131015933;0.0
131234622;1015017929;686822482;0.0
131253373#0;719065128;6478384026;0.0
131253373#1;6478384026;1444975252;0.0
131253374;1444975371;9437374416;0.0
131253376#0;cluster_719065307_719065650;719065128;0.0
131253376#1;719065128;719065550;0.0
131253376#2;719065550;719065622;0.0
131286227;935444374;461904686;0.0
1315007243;7123942126;2663750270;0.0
1347039987;cluster_3527866944_3527866948;3041173013;0.0
143061634;674095529;674095528;0.0
147185670;1208607652;2198600996;0.0
147185675;893925048;1208607652;0.0
147191600#0;695547273;695547667;0.0
147588819;2565986000;2565986030;0.0
155109972;155109972-AddedOnRampNode;155109972-AddedOffRampNode;0.0
155109972-AddedOffRampEdge;155109972-AddedOffRampNode;1675451803;0.0
155109972-AddedOnRampEdge;686792866;155109972-AddedOnRampNode;0.0
155109974#0;538383717;695547248;0.0
155109980;461890545;1675451805;0.0
155109981;1675451803;1675451832;0.0
155111830#0;2631627179;686792885;0.0
155111830#1;686792885;686792866;0.0
155304942;155304942-AddedOnRampNode;3738879890;0.0
155304942-AddedOnRampEdge;1677045561;155304942-AddedOnRampNode;0.0
155864743;1675451814;461890545;0.0
156148986;1608589870;1684366237;0.0
156148990;1684366269;1675451832;0.0
156148996;1608589870;984993696;0.0
160030111;1744429186;cluster_1682185639_3045329072_3045329077_3045329080;0.0
160142814;1744429179;674315410;0.0
160142816;674315410;674315601;0.0
162580819;1744429184;3045329100;0.0
162580829;2200430661;5370730243;0.0
165401095#0;1769507901;1769508610;0.0
169468597#0;367090969;cluster_1806300407_1806300409_3270445169_6571000354;0.0
169468597#1;cluster_1806300407_1806300409_3270445169_6571000354;367090965;0.0
176851102#2;728273068;728273115;0.0
176851102#4;728273115;728269790;0.0
176851113#0;719065515;719065590;0.0
176851113#3;719065590;719065382;0.0
176851115#0;728269795;728273040;0.0
177301807;1877558944;7166237755;0.0
177301837;715759700;1877559060;0.0
177427888#1;719090113;719089768;0.0
177427891#1;719089955;719089921;0.0
177427891#2;719089921;719090113;0.0
177428766;1878842397;1878842375;0.0
177428768;1878842884;1878842818;0.0
177428772;1878842818;1878842884;0.0
177624423;1880422477;728273068;0.0
182891381#0;292205772;278814366;0.0
201554042#0;1015817081;1015822846;0.0
201554042#1;1015822846;773478949;0.0
201554058#0;2115643151;1015817081;0.0
201558157#0;cluster_11724827877_11724827878;2115710642;0.0
201558157#1;2115710642;1015081974;0.0
201558157#2;1015081974;941384576;0.0
201558159;941308143;941384576;0.0
201558172;1015081974;941289377;0.0
201560696#0;cluster_1015081917_2178560750_8983007437;2115771445;0.0
201567418#0;2115870391;2115870572;0.0
201567431#0;1016040607;1016040547;0.0
201567461#1;1016030000;1015081936;0.0
201567461#2;1015081936;772081298;0.0
201587239#0;2116126265;1016040607;0.0
201587239#1;1016040607;2116126239;0.0
201587840#0;1015081936;1016030004;0.0
201587840#1;1016030004;2115870572;0.0
201587840#3;2115870572;1016029989;0.0
201624105#0;1017730972;773238806;0.0
201624105#1;773238806;773238807;0.0
201624105#2;773238807;772081284;0.0
201835024#0;2116515412;2567631227;0.0
201835024#1;2567631227;1025974316;0.0
202399727#0;2123713363;2123713368;0.0
203094448#0;3415489690;3738801519;0.0
203097072#1;1225880607;1225880893;0.0
203097072#2;1225880893;1225881390;0.0
207582615;2178405397;2178405427;0.0
207602447#0;cluster_1139328684_1139328775;966707418;0.0
207602447#3;966707418;2178560818;0.0
207602448#0;2178560877;cluster_2178561150_2178561151;0.0
207602449;2178560782;2178560877;0.0
207602452#0;cluster_2178561150_2178561151;2178560853;0.0
207602453;941384576;1015081921;0.0
207602455#0;207602455#0-AddedOnRampNode;cluster_2178561150_2178561151;0.0
207602455#0-AddedOnRampEdge;2989011604;207602455#0-AddedOnRampNode;0.0
207602457;2115710642;941384561;0.0
207602459#0;7494849069;2178561190;0.0
207602460;11790128632;cluster_1015081917_2178560750_8983007437;0.0
207613031;2185980940;3738879889;0.0
207625918;695559961;686792885;0.0
207625932#1;2565986050;2565986030;0.0
207625932#2;2565986030;686733998;0.0
207625932#3;686733998;207625932#3-AddedOffRampNode;0.0
207625932#3-AddedOffRampEdge;207625932#3-AddedOffRampNode;686734000;0.0
207625932#4;686734000;2565985870;0.0
207625932#5;207625932#5-AddedOnRampNode;2514823351;0.0
207625932#5-AddedOnRampEdge;2565985870;207625932#5-AddedOnRampNode;0.0
207625932#6;207625932#6-AddedOnRampNode;686734008;0.0
207625932#6-AddedOnRampEdge;2514823351;207625932#6-AddedOnRampNode;0.0
207625936;1607930811;686792766;0.0
207625941#0;2631705702;cluster_2857853858_2857853861;0.0
207637464#0;1139328669;1139328824;0.0
207719090#0;1225946613;1225946619;0.0
207719090#1;1225946619;1225946577;0.0
207719090#2;1225946577;1225946565;0.0
207719092#0;1225880715;2179728479;0.0
207719105#0;1225881125;cluster_1225652382_6578749326;0.0
207790180;2180390944;2180390950;0.0
207790185#0;2180390975;2180390974;0.0
207790185#1;2180390974;cluster_2180390976_2916459410_935539899;0.0
208972822#0;686792771;2514823355;0.0
208972822#2;2514823355;2514823387;0.0
208972822#3;2514823387;2514785312;0.0
208972822#4;208972822#4-AddedOnRampNode;686792866;0.0
208972822#4-AddedOnRampEdge;2514785312;208972822#4-AddedOnRampNode;0.0
209011824#0;695547387;2192559852;0.0
209011825#0;2192559745;695547248;0.0
209082521#0;695559961;cluster_715598886_715599315;0.0
209082522#1;cluster_715598886_715599315;715599085;0.0
209082524;1136249496;1136250085;0.0
209082527;461890609;2193111331;0.0
209082530;1136249496;2193111336;0.0
209091170#1;cluster_12094827156_12097596056;cluster_2193189449_2193189486;0.0
209091170#10;cluster_2193189449_2193189486;2594919176;0.0
209091173;2193189604;3736548200;0.0
209091175#0;7123942129;2631675866;0.0
209098611;1675451803;1677045561;0.0
209174438;1136253791;1141237475;0.0
209179339#0;1166259296;1166259003;0.0
209179339#1;1166259003;7617482385;0.0
209179340#0;1166259107;1166259209;0.0
209179340#1;1166259209;1166259305;0.0
209179346#0;3041173020;cluster_3041172991_9557355004;0.0
209179354;686734008;686792780;0.0
209183404#1;2631502540;1141237475;0.0
209197812;1136247565;1136247945;0.0
209201831;1136253331;1136249496;0.0
209201834;1136250085;1136249570;0.0
209215498;717703050;461890677;0.0
209215499#0;1166259111;2194461203;0.0
209215500;1166259091;461890693;0.0
209215503#0;461890677;9122924884;0.0
209219202;2194490123;1136247156;0.0
209241369#0;1136247156;715642781;0.0
209241369#2;715642781;715642804;0.0
209241369#20;7117278395;715642937;0.0
209241369#8;715642804;7117278395;0.0
209247026;1166259066;2194905097;0.0
209247027;1166259140;461890687;0.0
209248528;1136247404;2194734768;0.0
209249487#0;1164890463;717702981;0.0
209249487#1;717702981;461890693;0.0
209259407#2;717703168;8205734179;0.0
209259422#0;717703168;717703131;0.0
209269005;717725023;719070631;0.0
209269006;2194905097;461890752;0.0
209269433;719070631;719070625;0.0
209277487;2566251116;34522821;0.0
209277502;1387794987;2195004461;0.0
209277516#0;1387794987;717797509;0.0
209433637#0;726562086;1225652494;0.0
209433637#7;1225652494;1225880494;0.0
209433637#8;1225880494;1225946619;0.0
209433637#9;1225946619;1225880607;0.0
209433680#0;726579243;719065674;0.0
209433680#3;719065674;7235330207;0.0
209433680#7;7235330207;719065657;0.0
209433680#8;719065657;1141849861;0.0
209671327;893925052;893925048;0.0
209879791;cluster_278814744_3184179587_622788780;2200390247;0.0
209887571;cluster_461890965_461891404;292196377;0.0
209887582;cluster_461890965_461891404;5370730244;0.0
214400090#0;1015081921;772081205;0.0
214400090#2;772081205;1016040531;0.0
214400090#3;1016040531;1015097417;0.0
220269443;686792780;cluster_2631567597_2631567598;0.0
220308738#0;461904499;278814366;0.0
220308738#3;278814366;7114817939;0.0
244125306;cluster_2514751914_2514751916;2514751892;0.0
244125307#0;2371568724;2631705635;0.0
244125309;cluster_1227155219_2178561185_7494849068;cluster_2514751914_2514751916;0.0
244125310#0;cluster_1227155219_2178561185_7494849068;2178561190;0.0
244125311#0;2514751831;686822499;0.0
244125311#10;686822463;2631705661;0.0
244125311#3;686822499;686822510;0.0
244125311#7;686822510;686822462;0.0
244125311#9;686822462;686822463;0.0
244125312;2514751919;2514751839;0.0
244125313#0;cluster_2178561150_2178561151;7494849069;0.0
244125313#3;7494849069;cluster_1227155219_2178561185_7494849068;0.0
244125314;2178560853;5837087461;0.0
244125316#0;cluster_2514751914_2514751916;686822530;0.0
244125317;244125317-AddedOnRampNode;2514751925;0.0
244125317-AddedOnRampEdge;686822530;244125317-AddedOnRampNode;0.0
244125318#0;686734008;2514751919;0.0
244125318#3;2514751919;2514751867;0.0
244125319;2514751889;686822530;0.0
244125322;2514751912;cluster_2514751914_2514751916;0.0
244132258#0;717703109;2194748142;0.0
244132259;2514823355;1166259140;0.0
244132260;2514823357;2514823351;0.0
244132261;1166259270;2514785312;0.0
244132262#0;cluster_1136248145_2514823343;cluster_10614936669_10614936670_10614968764;0.0
244132262#1;cluster_10614936669_10614936670_10614968764;244132262#1-AddedOffRampNode;0.0
244132262#1-AddedOffRampEdge;244132262#1-AddedOffRampNode;2514823357;0.0
244132264#0;2514823345;cluster_10614936669_10614936670_10614968764;0.0
244132264#1;cluster_10614936669_10614936670_10614968764;cluster_1136248145_2514823343;0.0
244132265;2514823405;2514823387;0.0
244132266#1;2514823405;717703109;0.0
244132269#1;2514823357;244132269#1-AddedOffRampNode;0.0
244132269#1-AddedOffRampEdge;244132269#1-AddedOffRampNode;2514823405;0.0
244132270#1;244132270#1-AddedOnRampNode;244132270#1-AddedOffRampNode;0.0
244132270#1-AddedOffRampEdge;244132270#1-AddedOffRampNode;2514823345;0.0
244132270#1-AddedOnRampEdge;2514823358;244132270#1-AddedOnRampNode;0.0
244146559;2514953126;686792771;0.0
244146560;2514953140;686792780;0.0
244146562#0;cluster_2631567597_2631567598;2631567586;0.0
250086676;2565985889;2565985875;0.0
250086678#0;4990212701;2565984411;0.0
250086678#1;2565984411;686822087;0.0
250086678#4;686822087;3737083734;0.0
250086679;2565986000;2565985875;0.0
250086685;2631567555;3015897888;0.0
250086689#0;933736933;4990212701;0.0
250086689#1;4990212701;686822265;0.0
250086690#0;686734000;250086690#0-AddedOffRampNode;0.0
250086690#0-AddedOffRampEdge;250086690#0-AddedOffRampNode;2565985889;0.0
250086690#1;2565985889;2565985880;0.0
250086690#2;2565985880;2565985870;0.0
250086692;2565986050;2565986000;0.0
250100336#0;cluster_2566083644_2631675868;2631675833;0.0
250117331#0;2514785308;2566251116;0.0
250276025;2567631227;2567631151;0.0
250276991#0;2567773360;2567671580;0.0
250276991#10;2567709220;2567709276;0.0
250276991#11;2567709276;1015027003;0.0
250276991#3;2567671580;2567671615;0.0
250276991#4;2567671615;2567636954;0.0
250276991#5;2567636954;2567760918;0.0
250276991#6;2567760918;2567709294;0.0
250276991#7;2567709294;773475015;0.0
250276991#8;773475015;2567709296;0.0
250276991#9;2567709296;2567709220;0.0
250280383#0;2567636954;2567671595;0.0
250280383#1;2567671595;2567671580;0.0
250285869;2567709264;2567709276;0.0
250285871;2567709189;2567709220;0.0
250285875;cluster_2599605967_773477517;2567709296;0.0
250292616#0;2567760918;2567760906;0.0
250292616#1;2567760906;773474103;0.0
250292616#2;773474103;2567760902;0.0
250292618;2567709294;2567760906;0.0
250294198#0;2567671562;2567671615;0.0
250294198#1;2567671615;2567671595;0.0
253557194#0;cluster_1136247278_3732912605;2194131035;0.0
253557195#0;cluster_1136247278_3732912605;1136247404;0.0
253557195#1;1136247404;2631659919;0.0
253577705#0;2631627056;2650599006;0.0
253577705#1;2650599006;2193189599;0.0
254237235#0;cluster_3527866944_3527866948;2600304134;0.0
254237235#4;2600304134;2631659772;0.0
257668051#0;2178405397;cluster_3732941168_686822156;0.0
257668051#1;cluster_3732941168_686822156;11352015079;0.0
257675018#0;2631567572;3041173020;0.0
257675019#0;2631567579;cluster_2631567597_2631567598;0.0
257675020#0;cluster_686745412_686822279;cluster_2857853858_2857853861;0.0
257675024#0;686822341;686822307;0.0
257681412#0;2178405425;cluster_3041199685_9032747243;0.0
257681412#6;cluster_3041199685_9032747243;cluster_686792538_9219273655;0.0
257681412#7;cluster_686792538_9219273655;cluster_2650550957_2650598981;0.0
257681416#0;2594919186;2631627147;0.0
257681416#1;2631627147;2594919189;0.0
257681418#0;2594919186;2631627049;0.0
257681418#1;2631627049;2631627051;0.0
257681420;2631627147;2193189604;0.0
257681421#0;2594919176;2193189599;0.0
257681422;873563448;873563421;0.0
257681423;2631627056;2594919176;0.0
257681424#0;2594919189;2193189604;0.0
257681424#1;2193189604;2631627083;0.0
257681425;2193189599;2631627150;0.0
257681426;2193189599;2594919189;0.0
257681427;873563421;984993685;0.0
257681428;2594919177;2631627142;0.0
257682101#0;cluster_3041199685_9032747243;2178405386;0.0
257684420;2631659919;2631659816;0.0
257684421;2631659816;2631659772;0.0
257684424#0;cluster_1136247278_3732912605;1607909310;0.0
257684440#0;2514823345;cluster_10614936669_10614936670_10614968764;0.0
257684440#1;cluster_10614936669_10614936670_10614968764;1607909310;0.0
257684443;1607909310;cluster_1136248145_2514823343;0.0
257686504;2631675867;2631675866;0.0
257686510;2631675808;2631675802;0.0
257686867#0;cluster_686792538_9219273655;4464680094;0.0
257686867#2;4464680094;cluster_2566083644_2631675868;0.0
257686868;7123942132;7123942126;0.0
257686869#1;cluster_3041199685_9032747243;3736548196;0.0
257686869#4;3736548196;cluster_2193189449_2193189486;0.0
257686869#6;cluster_2193189449_2193189486;3736548197;0.0
257686869#8;3736548197;2631627083;0.0
257690251#0;6895300328;cluster_3275170175_3275170176;0.0
257690252#0;686822445;2631705661;0.0
257690252#1;2631705661;2631705616;0.0
257690253;2631705702;2631705665;0.0
257690256;2631705665;2631705635;0.0
257769483#1;2194182641;1136250073;0.0
257769483#2;1136250073;1136251180;0.0
259578037;2631659816;2631659919;0.0
259619727#0;3732893039;2650550947;0.0
259619727#1;2650550947;1136248247;0.0
259629354;984993696;984993685;0.0
259629365#0;933736679;6213321729;0.0
259629395;2650598984;2650598974;0.0
259629397;2631627150;2650599023;0.0
259629398;2650598973;cluster_2650550957_2650598981;0.0
259629400#0;2594919176;2650599006;0.0
259629400#1;2650599006;2631627150;0.0
259629403#0;6213321729;2650598946;0.0
259629403#3;2650598946;686822418;0.0
259629404;2650598946;2650598945;0.0
259629406#0;2631675887;2650598974;0.0
259629406#1;2650598974;2650598973;0.0
259629419#0;3265945118;2178769368;0.0
259629419#4;2178769368;3259835731;0.0
259629419#9;3259835731;933736679;0.0
259630286#1;cluster_686745412_686822279;686822339;0.0
260815106#0;2631675883;2631675887;0.0
260902999;2631705635;2631705639;0.0
260903000;2631627037;2650598989;0.0
26639693;292206234;1744429152;0.0
